gate_group,model_id,variable,group,question,expected_sign,coef_21d,t_hac_21d,coef_63d,t_hac_63d,coef_126d,t_hac_126d,nonoverlap_coef_63d,nonoverlap_t_63d,active_n_63d,nonoverlap_active_n_63d,direction_63_ok,adjacent_horizon_direction_ok,nonoverlap_direction_ok,economic_effect_63d,economic_magnitude_ok,coverage_ok,raw_pass,resid_coef_63d,resid_t_63d,resid_nonoverlap_coef_63d,resid_pass,resid_economic_magnitude_ok,resid_coverage_ok,final_pass
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_hyr,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × HY ETF relief: z(HYG/LQD 21d relative return),1.0,-0.0011618630666927572,-0.35101897817552646,-0.0037604378272174444,-0.6352328473271971,-0.004260358587388615,-0.5558958307500111,-0.010024686489537759,-0.3511857608421045,3592,37,False,False,False,-0.0037604378272174444,False,True,False,-0.005578660396009382,-0.9453872207112503,-0.01743398222575318,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,d_x_lqs,1_all_pairwise_directional,SPY drawdown depth: -z(SPY drawdown) × IG credit stress: z(LQD/SHY 21d weakness),,0.00219763931041284,0.857985815432868,0.010442311552124647,2.041191328469856,0.009189967847615388,1.030582901537262,0.011290051869702174,0.38136278429135256,3592,37,,,,0.010442311552124647,True,True,False,0.007917608487343698,1.6058942016458801,0.012267736010401611,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_vr,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × VIX relief: -z(VIX 21d change),1.0,0.0005696982798620311,0.1671978236522699,0.008016464736851527,1.8039416577559495,0.004287278338233359,0.5801494811011573,0.012154348196412312,0.3736967371689072,4780,37,True,True,True,0.008016464736851527,False,True,False,0.010239521657043775,2.354999188317765,0.006967945096345567,True,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_g63,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × G-D trailing 63d relative strength,,0.0072766196673471825,2.2108976701147007,0.024835804290503326,4.394272580101921,0.034067982860626546,3.6245775321190052,0.037618880359199476,1.6785237078096413,2300,36,,,,0.024835804290503326,True,True,False,0.022854504000362322,3.902325651135799,0.03957293109131845,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_g126,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × G-D trailing 126d relative strength,,0.007977285290890933,2.458903132064187,0.020503965399991927,3.3964878868391737,0.02453491928065807,2.1700411180977697,0.021586184126391416,1.2242467990979788,2237,35,,,,0.020503965399991927,True,True,False,0.017374428369921813,2.909928861989156,0.021106266983273413,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_cs,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × Credit stress level: z(BAA-10Y spread),,0.012719758237502253,1.592288715160228,0.02514082554256285,1.4856362286052867,0.01717741055847549,0.7938565086157173,0.002626293770552279,0.059360105079570076,4780,37,,,,0.02514082554256285,True,True,False,0.020324651550188443,1.2134946571370804,0.003041349927525026,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_ce,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × Credit relief: -z(BAA-10Y spread 21d change),1.0,0.0006521960927613289,0.17074314658388048,-0.004925317696479382,-0.8191732443825134,-0.013128634212245424,-1.7418073233834122,-0.014782029791734447,-0.7136809416091521,4780,37,False,True,False,-0.004925317696479382,False,True,False,-0.005532560751680855,-0.8902707797678856,-0.01667804903085015,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_cg,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × Credit quality gap: z(BAA spread - AAA spread),,0.004774031593752238,0.6272083761434638,0.021404501967082185,1.3395181679660506,0.017268402822879093,0.7962991847068428,-0.08907944350930035,-1.5821271230805989,4780,37,,,,0.021404501967082185,True,True,False,0.02379362151815481,1.5253652022605826,-0.06260462693394887,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_hys,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × HY ETF stress: z(HYG 252d drawdown depth),,0.0006795238814463578,0.16119599349732097,0.0026879818446476694,0.2803974016897729,-0.0045152288538028145,-0.3357475116865491,-0.028179635403371154,-1.2352227234418887,3490,37,,,,0.0026879818446476694,False,True,False,0.003969596734960063,0.42289699747298065,-0.02573077888645819,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_hyr,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × HY ETF relief: z(HYG/LQD 21d relative return),1.0,-0.0032581490561299506,-1.1919572586994163,-0.004735860454662479,-0.8894653939567031,-0.011549211196137457,-1.4649321534702477,0.0068489990318810305,0.32722069595776415,3594,37,False,False,True,-0.004735860454662479,False,True,False,-0.007831758710803983,-1.6392200361058116,-0.002684795605566448,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vh_x_lqs,1_all_pairwise_directional,High VIX: z(VIX 3Y percentile) × IG credit stress: z(LQD/SHY 21d weakness),,-0.0022762703015037702,-0.7976341915527767,0.000727469086390272,0.1292447502595118,0.002377711364485053,0.34504721636294694,0.025915446770245126,0.8521053605775813,3594,37,,,,0.000727469086390272,False,True,False,-0.00239289964509801,-0.49179270530365815,0.021381107820646963,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_g63,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × G-D trailing 63d relative strength,,0.0003433482701330978,0.17548079878040898,-0.00017766893287772837,-0.04367574304635668,-0.003845364016162312,-0.5891344729626733,-0.03485392665226562,-1.290775859548138,2300,36,,,,-0.00017766893287772837,False,True,False,0.0006743889045744494,0.1711482867582301,-0.037692962079859595,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_g126,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × G-D trailing 126d relative strength,,0.00106657568817688,0.4631024443922815,0.0019188540811459437,0.46176041162096804,0.002192919565622136,0.3238069733943089,-0.04175925941715654,-1.942952581376119,2237,35,,,,0.0019188540811459437,False,True,False,0.0025145570996174737,0.6232598251830231,-0.04390244612944455,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_cs,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × Credit stress level: z(BAA-10Y spread),1.0,-0.000959761754236838,-0.3918538385474509,-0.002104945497367192,-0.49534997027993494,0.0010000938066141193,0.13947240401109304,-0.039009613910667096,-1.4113035760472974,5010,37,False,True,False,-0.002104945497367192,False,True,False,-6.666302531569475e-05,-0.016567248508448387,-0.042393083853701066,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_ce,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × Credit relief: -z(BAA-10Y spread 21d change),,0.0011719666233042086,1.3377169518956813,0.0038897382945411252,2.1183458548517833,0.004510334825243064,2.38863080453664,0.012092414445375916,1.4624347669544064,5010,37,,,,0.0038897382945411252,False,True,False,0.002165297432955712,1.349067722912362,0.01296002165573095,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_cg,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × Credit quality gap: z(BAA spread - AAA spread),,0.0018475024444913192,0.7383999086798185,0.0020777904282996912,0.414938203837143,0.005696091114792273,0.6708803021635875,-0.0386659583307017,-0.8799792807128792,5010,37,,,,0.0020777904282996912,False,True,False,0.0013564372407105544,0.268250859531421,-0.04572893111007226,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_hys,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × HY ETF stress: z(HYG 252d drawdown depth),1.0,-0.0008339915891837795,-0.724457495559845,-0.002191090148427631,-0.8923681954554014,0.0004497640941357261,0.12437314151518354,-0.008829095412274245,-0.5656156843679917,3490,37,False,True,False,-0.002191090148427631,False,True,False,-0.0011835464278242458,-0.48763827838990037,-0.010065371461417685,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_hyr,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × HY ETF relief: z(HYG/LQD 21d relative return),,0.0007658765276766965,0.9219179302835593,0.0029273043693925074,1.4862803311839303,0.004740720566297102,2.0187749798717176,0.011957393343748946,0.9513846759596525,3594,37,,,,0.0029273043693925074,False,True,False,0.002660184619126197,1.453258863004507,0.013949886772890137,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,vr_x_lqs,1_all_pairwise_directional,VIX relief: -z(VIX 21d change) × IG credit stress: z(LQD/SHY 21d weakness),1.0,-0.0009149660226145049,-1.800371994246577,-0.002575244917344292,-2.082515860941673,-0.0016144519790268316,-0.9774154106716083,-0.01828839995315671,-1.4240803639286577,3594,37,False,False,False,-0.002575244917344292,False,True,False,-0.001236430121162546,-1.122714552983592,-0.0195515307309884,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_g126,1_all_pairwise_directional,G-D trailing 63d relative strength × G-D trailing 126d relative strength,,0.0014751806049920074,0.6189428552017342,0.004765861004302803,0.756611078164582,-0.0034856972188285103,-0.3829907906828923,0.018459003523064253,1.2602984763350535,2237,35,,,,0.004765861004302803,False,True,False,0.005441338384127038,0.8660469129587038,0.013484409615090521,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_cs,1_all_pairwise_directional,G-D trailing 63d relative strength × Credit stress level: z(BAA-10Y spread),,0.01581038397658083,2.1864167481317116,0.05604149461990554,5.487571304649134,0.04803131263531266,2.5112826766012417,0.08728631014047314,2.2946630534829806,2300,36,,,,0.05604149461990554,True,True,False,0.054587555572802864,5.223414071808637,0.09134448366549816,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_ce,1_all_pairwise_directional,G-D trailing 63d relative strength × Credit relief: -z(BAA-10Y spread 21d change),,0.003260157255541888,1.3660768463214727,-0.0035779633110809084,-0.6644768996496031,-0.006877467896259256,-0.9198112021633865,-0.01540085551441421,-0.528163243723212,2300,36,,,,-0.0035779633110809084,False,True,False,-0.0036618562037428,-0.6600342876375708,-0.01619540240677567,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_cg,1_all_pairwise_directional,G-D trailing 63d relative strength × Credit quality gap: z(BAA spread - AAA spread),,0.003194895936623048,0.5798234176300535,0.014127337480914487,0.9615167262448423,0.007436166001018544,0.26600352643321257,0.03337529059999595,1.0138321348045694,2300,36,,,,0.014127337480914487,True,True,False,0.015442005264402273,1.077994041745448,0.03252647827980538,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_hys,1_all_pairwise_directional,G-D trailing 63d relative strength × HY ETF stress: z(HYG 252d drawdown depth),,-0.00015221968784357172,-0.07084421708006881,0.0025255392162554695,0.34091721404019326,0.005934676793343758,0.546456783280701,0.01127141977090669,0.7398175840036291,2300,36,,,,0.0025255392162554695,False,True,False,0.0020275792662535347,0.2702274261123219,0.013073095731040759,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_hyr,1_all_pairwise_directional,G-D trailing 63d relative strength × HY ETF relief: z(HYG/LQD 21d relative return),,0.000271689495919501,0.1235991333626001,-3.3443041026567314e-05,-0.008692129893318811,-0.003544669519140189,-0.653013333720941,-0.03729253076036647,-1.9019594633594485,2300,36,,,,-3.3443041026567314e-05,False,True,False,-0.0006315491330411161,-0.17047435031673303,-0.03423881192064535,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g63_x_lqs,1_all_pairwise_directional,G-D trailing 63d relative strength × IG credit stress: z(LQD/SHY 21d weakness),,0.0014370123229381618,0.819333615557126,0.0065060937980359786,1.302845118457065,0.012000903920651233,2.2541778615043686,-0.010171472776698987,-0.40505595233156017,2300,36,,,,0.0065060937980359786,False,True,False,0.0053788146722174735,1.1074296898386164,-0.002183114342356858,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_cs,1_all_pairwise_directional,G-D trailing 126d relative strength × Credit stress level: z(BAA-10Y spread),,0.01765263446803715,2.2860857194175686,0.0526227573960599,3.9409014992825817,0.051620086850485934,2.583337646144944,0.040567367654125525,1.096656141977321,2237,35,,,,0.0526227573960599,True,True,False,0.05110330711620838,3.8707852562282854,0.0401883765865643,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_ce,1_all_pairwise_directional,G-D trailing 126d relative strength × Credit relief: -z(BAA-10Y spread 21d change),,0.004000023938447776,1.4427346559847984,-0.0012256383896159689,-0.23239439364710973,-0.010954409864792947,-1.499794057899102,-0.018476156624039106,-0.47695498134393693,2237,35,,,,-0.0012256383896159689,False,True,False,-0.0020201799993111924,-0.3751787578844885,-0.01348862614098503,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_cg,1_all_pairwise_directional,G-D trailing 126d relative strength × Credit quality gap: z(BAA spread - AAA spread),,0.005690105658304299,0.8720712510375143,0.027845176852212515,2.091710076275281,0.03584398384625544,1.8791294424291478,0.03757682586297417,1.0951447034748616,2237,35,,,,0.027845176852212515,True,True,False,0.029228032314146737,2.240469685485867,0.03504870352240855,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_hys,1_all_pairwise_directional,G-D trailing 126d relative strength × HY ETF stress: z(HYG 252d drawdown depth),,0.001691030876343243,0.589492978002591,0.01421457869174506,2.327368059459541,0.029818825295051744,5.361544008833998,0.019383926330435203,1.1707786921899688,2237,35,,,,0.01421457869174506,True,True,False,0.012397286223852062,1.9020453800002204,0.02124508564373441,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_hyr,1_all_pairwise_directional,G-D trailing 126d relative strength × HY ETF relief: z(HYG/LQD 21d relative return),,0.0026842762599077995,1.1935853815323194,0.004492109424027621,1.265927385258317,-0.005538444503283871,-1.0750727995894815,-0.09320481583795526,-3.1890825342737683,2237,35,,,,0.004492109424027621,False,True,False,0.004071973445066261,1.200670374615258,-0.08429271272057484,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,g126_x_lqs,1_all_pairwise_directional,G-D trailing 126d relative strength × IG credit stress: z(LQD/SHY 21d weakness),,0.0030599983714399114,1.6581686924901091,0.008440897567186368,1.4555781024946348,0.012239996142291246,2.8034512600576744,0.0137077473280518,0.5740862877634294,2237,35,,,,0.008440897567186368,False,True,False,0.007124586652912886,1.3257962511204282,0.018985917358202358,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cs_x_ce,1_all_pairwise_directional,Credit stress level: z(BAA-10Y spread) × Credit relief: -z(BAA-10Y spread 21d change),1.0,-0.002192547822462751,-0.8134814671744495,-0.009699358551502888,-1.9802360447881686,-0.00807157418684586,-1.383838507890797,-0.024782614823818695,-1.3924046343982668,5010,37,False,False,False,-0.009699358551502888,False,True,False,-0.010265153897071961,-2.117506010168048,-0.026936444973722513,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cs_x_cg,1_all_pairwise_directional,Credit stress level: z(BAA-10Y spread) × Credit quality gap: z(BAA spread - AAA spread),,0.01294880267107062,1.8375143755984469,0.04040021299342092,3.041758914930385,0.0432952491439797,2.197705716110214,0.11440196608555028,1.5434972113086727,5031,37,,,,0.04040021299342092,True,True,False,0.04228558544097648,3.430778072462718,0.12473512036918695,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cs_x_hys,1_all_pairwise_directional,Credit stress level: z(BAA-10Y spread) × HY ETF stress: z(HYG 252d drawdown depth),,0.008045597992046826,2.098172443428308,0.026696686430339577,3.727178498726632,0.027850751582926433,3.0859089226495713,0.05532518010030036,1.8449176751058514,3490,37,,,,0.026696686430339577,True,True,False,0.024149801417628524,3.5633024864221716,0.058292529476114505,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cs_x_hyr,1_all_pairwise_directional,Credit stress level: z(BAA-10Y spread) × HY ETF relief: z(HYG/LQD 21d relative return),1.0,-0.0024889369426805254,-0.8411379026377284,-0.00577494980387551,-0.746668485421539,-0.014577216239188612,-2.13933384179778,-0.040743227168018474,-1.276350052153887,3594,37,False,False,False,-0.00577494980387551,False,True,False,-0.009561311645300843,-1.3102918707918632,-0.04595716078324078,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,cs_x_lqs,1_all_pairwise_directional,Credit stress level: z(BAA-10Y spread) × IG credit stress: z(LQD/SHY 21d weakness),,0.0019894804171014238,1.0543971974253346,0.01002119434876236,2.5232694469182193,0.008773674281945339,1.5751295358048565,0.03990667290390382,1.749316152085994,3594,37,,,,0.01002119434876236,True,True,False,0.006941208366927708,1.8752158097910765,0.04031460365759521,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,ce_x_cg,1_all_pairwise_directional,Credit relief: -z(BAA-10Y spread 21d change) × Credit quality gap: z(BAA spread - AAA spread),,-0.0023564468276887503,-0.761338223723338,-0.009771102037640608,-1.675636586005593,-0.004512967793857179,-0.6031887556074199,-0.04466558498192188,-1.72481047217583,5010,37,,,,-0.009771102037640608,False,True,False,-0.012537847566898682,-2.37239111213017,-0.04821898321727648,False,True,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,ce_x_hys,1_all_pairwise_directional,Credit relief: -z(BAA-10Y spread 21d change) × HY ETF stress: z(HYG 252d drawdown depth),1.0,-0.002891198214642578,-1.883773111224203,-0.006670608729800522,-2.233644556797293,-0.0012144130678809983,-0.35504346001481235,-0.01649363021238014,-1.7059173280696533,3490,37,False,False,False,-0.006670608729800522,False,True,False,-0.006447337814481398,-2.161604719845982,-0.01775865924375571,False,False,True,False
step2_raw_interaction_gate,step2_step3_interaction_with_main_controls,ce_x_hyr,1_all_pairwise_directional,Credit relief: -z(BAA-10Y spread 21d change) × HY ETF relief: z(HYG/LQD 21d relative return),,0.0011724276649649952,0.9738500798497393,0.0042841469906387064,1.5933869559843747,0.003988577384737346,1.845160458971452,0.01498070103877497,1.5646421581035501,3594,37,,,,0.0042841469906387064,False,True,False,0.004909464146365067,1.8736298075208906,0.01635170606074914,False,False,True,False
